id|name|type|area|population2025|population2035|density2025|density2035|departmentId|departmentName|lat|lng
76403|la Victoria|municipio|265|12511|12443|47.27|47.01|76|VALLE DEL CAUCA|4.523744935395222|-76.03613965689969
76497|Obando|municipio|215|12663|12593|58.99|58.65|76|VALLE DEL CAUCA|4.575490870447004|-75.97481973594894
76520|Palmira|municipio|1005|359888|356829|358.04|355|76|VALLE DEL CAUCA|3.5377330254637003|-76.29723635751265
76563|Pradera|municipio|357|49487|49228|138.72|138|76|VALLE DEL CAUCA|3.419046240820364|-76.24122755661674
76606|Restrepo|municipio|136|16596|16830|121.81|123.54|76|VALLE DEL CAUCA|3.8235030249226742|-76.5223713250181
76616|Riofrío|municipio|308|16014|15953|51.98|51.78|76|VALLE DEL CAUCA|4.156380115329948|-76.28778084967145
76622|Roldanillo|municipio|236|37806|37588|160.38|159.46|76|VALLE DEL CAUCA|4.415371746860378|-76.15085118862136
76670|San Pedro|municipio|202|18196|18398|90.02|91.02|76|VALLE DEL CAUCA|3.994283189833093|-76.22759569238232
76736|Sevilla|municipio|537|43890|44010|81.70|81.93|76|VALLE DEL CAUCA|4.267122855101231|-75.93140406871515
76823|Toro|municipio|176|15013|14931|85.42|84.95|76|VALLE DEL CAUCA|4.609187346523071|-76.07852677096481
76828|Trujillo|municipio|308|19790|19732|64.33|64.14|76|VALLE DEL CAUCA|4.211646354478951|-76.31876639916975
76834|Tuluá|municipio|909|233385|235891|256.65|259.40|76|VALLE DEL CAUCA|4.089874338949509|-76.1915007844833
76845|Ulloa|municipio|42|5847|5934|139.68|141.76|76|VALLE DEL CAUCA|4.703044455321823|-75.73774001799131
76863|Versalles|municipio|201|7475|7440|37.25|37.09|76|VALLE DEL CAUCA|4.571045336724248|-76.19921380808003
76869|Vijes|municipio|114|13324|13317|117.11|117.05|76|VALLE DEL CAUCA|3.699864172896106|-76.44261261182622
76890|Yotoco|municipio|328|16466|16434|50.23|50.13|76|VALLE DEL CAUCA|3.8602900901860457|-76.38463551142013
76892|Yumbo|municipio|231|108895|107042|472.25|464.20|76|VALLE DEL CAUCA|3.5453401206089956|-76.4950347508657
76895|Zarzal|municipio|368|43252|42954|117.55|116.73|76|VALLE DEL CAUCA|4.39487985606601|-76.07285660057013
81001|Arauca|municipio|5788|101658|106587|17.56|18.42|81|ARAUCA|7.0837980496842565|-70.76154534334523
81065|Arauquita|municipio|3047|64172|69004|21.06|22.65|81|ARAUCA|7.029331053836979|-71.42948090198105
81220|Cravo Norte|municipio|5213|4631|4886|0.89|0.93|81|ARAUCA|6.304361512530622|-70.20265908522286
81300|Fortul|municipio|1159|24446|25949|21.10|22.40|81|ARAUCA|6.794382963292397|-71.77155155772586
81591|Puerto Rondón|municipio|2281|5290|5610|2.32|2.46|81|ARAUCA|6.2826481676757195|-71.09633566403117
81736|Saravena|municipio|945|65754|69138|69.56|73.15|81|ARAUCA|6.95612441755342|-71.87259174411024
81794|Tame|municipio|5419|54772|58291|10.11|10.76|81|ARAUCA|6.4586794276184305|-71.73478069721851
85001|Yopal|municipio|2483|196758|218038|79.24|87.81|85|CASANARE|5.34892403829287|-72.40052417827887
85010|Aguazul|municipio|1443|41758|46470|28.95|32.21|85|CASANARE|5.170858499628678|-72.55081404885269
85015|Chámeza|municipio|310|2581|2812|8.33|9.08|85|CASANARE|5.213350971855745|-72.87038156641562
85125|Hato Corozal|municipio|5510|14092|15838|2.56|2.87|85|CASANARE|6.15861246361239|-71.761810148193
85136|la Salina|municipio|200|1450|1597|7.25|7.99|85|CASANARE|6.128120587519737|-72.33434957006276
85139|Maní|municipio|3755|18551|20380|4.94|5.43|85|CASANARE|4.81702406015076|-72.28271125288117
85162|Monterrey|municipio|779|19752|21928|25.35|28.14|85|CASANARE|4.878144164450038|-72.8964772057376
85225|Nunchía|municipio|1102|10139|11451|9.20|10.39|85|CASANARE|5.638113597783204|-72.19552943983442
85230|Orocué|municipio|4753|14280|15973|3|3.36|85|CASANARE|4.789404028021441|-71.33936879214407
85250|Paz de Ariporo|municipio|12115|41591|46398|3.43|3.83|85|CASANARE|5.880654883404679|-71.8929128611111
85263|Pore|municipio|781|13068|14413|16.72|18.44|85|CASANARE|5.726577730986083|-71.99394476947698
85279|Recetor|municipio|181|1601|1757|8.83|9.70|85|CASANARE|5.229559633572814|-72.76064969985558
85300|Sabanalarga|municipio|401|4156|4668|10.37|11.64|85|CASANARE|4.854199282734495|-73.03929781216034
85315|Sácama|municipio|312|2413|2717|7.73|8.70|85|CASANARE|6.099009949007201|-72.24819806687104
85325|San Luis de Palenque|municipio|2990|9135|10094|3.06|3.38|85|CASANARE|5.422616230158797|-71.73099382589623
85400|Támara|municipio|1091|7181|7901|6.58|7.24|85|CASANARE|5.830353224260919|-72.16305289824125
85410|Tauramena|municipio|2385|27184|30318|11.40|12.71|85|CASANARE|5.017089367129811|-72.7515981191885
85430|Trinidad|municipio|2969|15432|17398|5.20|5.86|85|CASANARE|5.407812017960988|-71.66137350432842
85440|Villanueva|municipio|834|40816|45396|48.95|54.44|85|CASANARE|4.611253918141333|-72.92812725072284
86001|Mocoa|municipio|1305|65894|73632|50.51|56.44|86|PUTUMAYO|1.1478060167200232|-76.64812541590032
86219|Colón|municipio|64|5954|6559|92.63|102.05|86|PUTUMAYO|1.1900789442758017|-76.97286633581479
86320|Orito|municipio|1939|41474|45553|21.39|23.49|86|PUTUMAYO|0.667715749837178|-76.87049279673411
86568|Puerto Asís|municipio|2819|74264|83263|26.34|29.53|86|PUTUMAYO|0.4985085115758576|-76.497738655581
86569|Puerto Caicedo|municipio|926|17244|18965|18.61|20.47|86|PUTUMAYO|0.6842075154478708|-76.60416306879236
86571|Puerto Guzmán|municipio|4577|39052|43100|8.53|9.42|86|PUTUMAYO|0.9638047481861342|-76.40798211627114
86573|Puerto Leguízamo|municipio|10907|33166|37096|3.04|3.40|86|PUTUMAYO|-0.19133865937602385|-74.78374787671048
86749|Sibundoy|municipio|98|17211|19214|176.10|196.59|86|PUTUMAYO|1.2046056619696601|-76.91949276297501
86755|San Francisco|municipio|407|6419|7180|15.76|17.62|86|PUTUMAYO|1.1761835428469383|-76.87571408293876
86757|San Miguel|municipio|380|21564|23794|56.79|62.65|86|PUTUMAYO|0.32939750965381104|-76.87069819899673
86760|Santiago|municipio|342|7917|8689|23.15|25.41|86|PUTUMAYO|1.1471934113988407|-77.00407544925558
86865|Valle del Guamuez|municipio|815|36335|39160|44.57|48.04|86|PUTUMAYO|0.4242071197632995|-76.90413228747988
86885|Villagarzón|municipio|1397|27494|30840|19.68|22.08|86|PUTUMAYO|1.0286794122543763|-76.61723575877888
88001|San Andrés|isla|27|56241|54468|2072.27|2006.94|88|ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA|12.576887495093533|-81.70505272881789
88564|Providencia|municipio|22|5940|5727|266.55|257|88|ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA|13.381457070853333|-81.36574400140925
91001|Leticia|municipio|6182|55691|61816|9.01|10|91|AMAZONAS|-4.203128361586677|-69.93591088237095
91263|El Encanto|área no municipalizada|10898|2172|2306|0.20|0.21|91|AMAZONAS|-1.7471146276476341|-73.20910360440074
91405|la Chorrera|área no municipalizada|12727|3246|3572|0.26|0.28|91|AMAZONAS|-1.4433486220893506|-72.78894457451256
91407|la Pedrera|área no municipalizada|13668|4307|4720|0.32|0.35|91|AMAZONAS|-1.3219715451825875|-69.57838492486692
91430|la Victoria|área no municipalizada|1433|702|769|0.49|0.54|91|AMAZONAS|-0.10598947726919503|-71.14485328122224
91460|Mirití - Paraná|área no municipalizada|16868|1963|2129|0.12|0.13|91|AMAZONAS|-0.7164958126997738|-71.10179895356278
91530|Puerto Alegría|área no municipalizada|8494|803|877|0.09|0.10|91|AMAZONAS|-1.0055896789916652|-74.01424963468214
91536|Puerto Arica|área no municipalizada|13791|1119|1233|0.08|0.09|91|AMAZONAS|-2.149474264784632|-71.75459625907536
91540|Puerto Nariño|municipio|1509|11048|12076|7.32|8|91|AMAZONAS|-3.780851906009626|-70.36399423046312
91669|Puerto Santander|área no municipalizada|14731|1994|2210|0.14|0.15|91|AMAZONAS|-0.6218579073245563|-72.38255449030564
91798|Tarapacá|área no municipalizada|9196|4435|4955|0.48|0.54|91|AMAZONAS|-2.891828489903678|-69.74191900038201
94001|Inírida|municipio|15970|38767|46829|2.43|2.93|94|GUAINÍA|3.8702212750556986|-67.92433545671202
94343|Barrancominas|municipio|14396|11326|13464|0.79|0.93|94|GUAINÍA|3.4944590593168208|-69.81538045372938
94883|San Felipe|área no municipalizada|2926|2051|2471|0.70|0.84|94|GUAINÍA|1.9129291373241375|-67.06782114492273
94884|Puerto Colombia|área no municipalizada|15701|2273|2760|0.14|0.18|94|GUAINÍA|2.7201370436116163|-67.56526808735673
94885|la Guadalupe|área no municipalizada|1179|341|404|0.29|0.34|94|GUAINÍA|1.364904199077111|-67.04646217282423
94886|Cacahual|área no municipalizada|2335|1039|1254|0.44|0.54|94|GUAINÍA|3.526190949911223|-67.41249661392379
94887|Pana Pana|área no municipalizada|10227|2371|2884|0.23|0.28|94|GUAINÍA|1.840811858744423|-69.00479451923952
94888|Morichal|área no municipalizada|8555|1072|1273|0.13|0.15|94|GUAINÍA|2.263714947178891|-69.91847301821471
95001|San José del Guaviare|municipio|16769|64930|79808|3.87|4.75|95|GUAVIARE|2.567778946213069|-72.63964960202927
95015|Calamar|municipio|13556|11935|14611|0.88|1.08|95|GUAVIARE|1.959764769493999|-72.65428718977425
95025|El Retorno|municipio|12442|17957|22316|1.44|1.79|95|GUAVIARE|2.3319162295259668|-72.6281279220751
95200|Miraflores|municipio|12808|8415|10406|0.66|0.81|95|GUAVIARE|1.3374702831292078|-71.9509115074099
97001|Mitú|municipio|16216|35749|44393|2.20|2.74|97|VAUPÉS|1.252185674391633|-70.23362136342776
97161|Carurú|municipio|6368|3708|4706|0.58|0.74|97|VAUPÉS|1.0126482222574313|-71.29651824203697
97511|Pacoa|área no municipalizada|13993|4918|6105|0.35|0.44|97|VAUPÉS|0.02166250603582368|-71.00379865843756
97666|Taraira|municipio|6510|2658|3253|0.41|0.50|97|VAUPÉS|-0.5643966484753307|-69.63385844136037
97777|Papunahua|área no municipalizada|5551|844|1021|0.15|0.18|97|VAUPÉS|1.8028602217992455|-70.71684844137091
97889|Yavaraté|área no municipalizada|4660|1265|1596|0.27|0.34|97|VAUPÉS|0.6093780896809952|-69.20323264636178
99001|Puerto Carreño|municipio|12205|22963|25609|1.87|2.10|99|VICHADA|6.189911157868091|-67.48256682184875
99524|la Primavera|municipio|18569|11380|12764|0.61|0.69|99|VICHADA|5.491608182717895|-70.41399522236665
99624|Santa Rosalía|municipio|3692|4732|5333|1.28|1.44|99|VICHADA|5.140960459670461|-70.8590438011805
99773|Cumaribo|municipio|65597|88392|99832|1.35|1.52|99|VICHADA|4.444988213476003|-69.79807667429911
