id|name|type|area|population2025|population2035|density2025|density2035|departmentId|departmentName|lat|lng
54109|Bucarasica|municipio|271|7307|7539|26.98|27.84|54|NORTE DE SANTANDER|8.039505791142162|-72.86707365823804
54125|Cácota|municipio|139|3206|3285|23.08|23.65|54|NORTE DE SANTANDER|7.268586054116335|-72.64248721409619
54128|Cáchira|municipio|616|12588|12857|20.44|20.88|54|NORTE DE SANTANDER|7.741557117118418|-73.04966202259975
54172|Chinácota|municipio|166|19976|20332|120.15|122.29|54|NORTE DE SANTANDER|7.607077826252158|-72.60161057118562
54174|Chitagá|municipio|1185|13374|13729|11.28|11.58|54|NORTE DE SANTANDER|7.1375328396703175|-72.66609275429393
54206|Convención|municipio|932|21297|21789|22.85|23.38|54|NORTE DE SANTANDER|8.469226536121829|-73.33772516887946
54223|Cucutilla|municipio|375|9336|9605|24.90|25.62|54|NORTE DE SANTANDER|7.539224486065546|-72.77299302993596
54239|Durania|municipio|175|5220|5336|29.82|30.49|54|NORTE DE SANTANDER|7.714488677954659|-72.65621604094737
54245|El Carmen|municipio|1728|15178|15575|8.78|9.01|54|NORTE DE SANTANDER|8.511094722117656|-73.44760530981542
54250|El Tarra|municipio|704|23617|24080|33.54|34.20|54|NORTE DE SANTANDER|8.576745185324846|-73.09377548205303
54261|El Zulia|municipio|505|30948|31411|61.25|62.15|54|NORTE DE SANTANDER|7.938512742212863|-72.60302814278975
54313|Gramalote|municipio|149|8399|8588|56.36|57.63|54|NORTE DE SANTANDER|7.887689175040239|-72.79796546502622
54344|Hacarí|municipio|419|11624|11979|27.74|28.59|54|NORTE DE SANTANDER|8.320624781389657|-73.14625098215738
54347|Herrán|municipio|107|7905|8114|73.90|75.86|54|NORTE DE SANTANDER|7.5075245878185095|-72.48399982582949
54377|Labateca|municipio|256|7226|7405|28.22|28.92|54|NORTE DE SANTANDER|7.2992876663020425|-72.49641636857554
54385|la Esperanza|municipio|670|13189|13256|19.69|19.78|54|NORTE DE SANTANDER|7.639511152568774|-73.32731639563502
54398|la Playa|municipio|242|8786|9042|36.27|37.32|54|NORTE DE SANTANDER|8.21513954190619|-73.23781996984839
54405|los Patios|municipio|128|104287|106110|817.52|831.80|54|NORTE DE SANTANDER|7.834165541486803|-72.509909126423
54418|Lourdes|municipio|87|4555|4662|52.61|53.84|54|NORTE DE SANTANDER|7.945174839577243|-72.83228267874395
54480|Mutiscua|municipio|159|4876|5006|30.70|31.52|54|NORTE DE SANTANDER|7.300208301811713|-72.74680449986525
54498|Ocaña|municipio|523|135990|137854|260.22|263.77|54|NORTE DE SANTANDER|8.249730051740993|-73.35722618410637
54518|Pamplona|municipio|298|57176|58054|191.68|194.62|54|NORTE DE SANTANDER|7.372402721616504|-72.64745571445435
54520|Pamplonita|municipio|171|6282|6440|36.75|37.68|54|NORTE DE SANTANDER|7.436504071828439|-72.63849617645013
54553|Puerto Santander|municipio|45|9935|10101|221.05|224.74|54|NORTE DE SANTANDER|8.361492520028271|-72.41039013028514
54599|Ragonvalia|municipio|98|6792|6936|69.50|70.97|54|NORTE DE SANTANDER|7.578037457472905|-72.47555780562217
54660|Salazar|municipio|494|11733|12031|23.76|24.36|54|NORTE DE SANTANDER|7.773447070449328|-72.80943215922548
54670|San Calixto|municipio|398|14618|15543|36.72|39.05|54|NORTE DE SANTANDER|8.403177462561443|-73.20709106958836
54673|San Cayetano|municipio|139|8128|8239|58.36|59.15|54|NORTE DE SANTANDER|7.877469436033804|-72.62468841945349
54680|Santiago|municipio|173|3901|3983|22.61|23.08|54|NORTE DE SANTANDER|7.864093048445313|-72.71782436273595
54720|Sardinata|municipio|1468|29146|29892|19.86|20.37|54|NORTE DE SANTANDER|8.085224042551904|-72.80085950185405
54743|Silos|municipio|317|7153|7347|22.57|23.19|54|NORTE DE SANTANDER|7.20443904978491|-72.75708898610368
54800|Teorama|municipio|927|18839|19373|20.32|20.90|54|NORTE DE SANTANDER|8.43752423782561|-73.28779100693284
54810|Tibú|municipio|2680|62474|63888|23.31|23.84|54|NORTE DE SANTANDER|8.636248749202386|-72.73691139384155
54820|Toledo|municipio|1481|17811|18269|12.03|12.34|54|NORTE DE SANTANDER|7.309217702735885|-72.48278815939233
54871|Villa Caro|municipio|401|5778|5921|14.41|14.76|54|NORTE DE SANTANDER|7.914828834131621|-72.97302043710025
54874|Villa del Rosario|municipio|91|116757|118184|1288.99|1304.75|54|NORTE DE SANTANDER|7.8437994349862885|-72.46969246104767
63001|Armenia|municipio|122|310817|319916|2555.69|2630.51|63|QUINDIO|4.535003026966215|-75.6756913894623
63111|Buenavista|municipio|38|3257|3378|84.69|87.84|63|QUINDIO|4.359467501863782|-75.73856160542528
63130|Calarcá|municipio|221|76735|79183|347.47|358.56|63|QUINDIO|4.526781238340544|-75.63683608740477
63190|Circasia|municipio|90|29789|30722|329.81|340.14|63|QUINDIO|4.616127789261371|-75.63589583370573
63212|Córdoba|municipio|93|5954|6172|64.04|66.38|63|QUINDIO|4.391708765021685|-75.68711665913688
63272|Filandia|municipio|107|12729|13178|119.45|123.67|63|QUINDIO|4.674704943581444|-75.65770587174937
63302|Génova|municipio|295|7809|8076|26.48|27.38|63|QUINDIO|4.205333884107257|-75.7921821234845
63401|la Tebaida|municipio|89|35343|36360|395.43|406.80|63|QUINDIO|4.45397672089343|-75.78990132609573
63470|Montenegro|municipio|149|38619|39855|259.08|267.38|63|QUINDIO|4.566995612393435|-75.75009397116331
63548|Pijao|municipio|249|5487|5680|22.07|22.85|63|QUINDIO|4.335048412753885|-75.70500036379397
63594|Quimbaya|municipio|134|32175|33211|240.97|248.72|63|QUINDIO|4.624811110183964|-75.76732788682479
63690|Salento|municipio|347|9846|10182|28.35|29.32|63|QUINDIO|4.640282718203164|-75.57120936631576
66001|Pereira|municipio|608|482824|479355|793.90|788.20|66|RISARALDA|4.8094304204408225|-75.69280287177104
66045|Apía|municipio|150|12645|12587|84.31|83.92|66|RISARALDA|5.106838653497836|-75.94530031326967
66075|Balboa|municipio|119|6525|6504|54.61|54.43|66|RISARALDA|4.949079918573092|-75.95843297969745
66088|Belén de Umbría|municipio|181|25339|25209|140.30|139.58|66|RISARALDA|5.200511501104144|-75.8688752888594
66170|Dosquebradas|municipio|70|226152|225081|3224.81|3209.53|66|RISARALDA|4.831860876830511|-75.68059339500091
66318|Guática|municipio|101|12451|12406|123.50|123.05|66|RISARALDA|5.316682870803746|-75.79942678260574
66383|la Celia|municipio|92|7669|7640|82.93|82.62|66|RISARALDA|5.003627098646173|-76.00329475795189
66400|la Virginia|municipio|33|28555|28318|870.55|863.32|66|RISARALDA|4.902238537105608|-75.88475434410445
66440|Marsella|municipio|149|17240|17159|115.46|114.91|66|RISARALDA|4.935962876057781|-75.73716714614113
66456|Mistrató|municipio|565|17587|17446|31.14|30.89|66|RISARALDA|5.297510719503161|-75.88275634824319
66572|Pueblo Rico|municipio|614|16792|16753|27.36|27.30|66|RISARALDA|5.222189499391521|-76.03042473675343
66594|Quinchía|municipio|140|27980|27854|199.67|198.77|66|RISARALDA|5.341123792232876|-75.73047943754463
66682|Santa Rosa de Cabal|municipio|543|80012|79494|147.22|146.27|66|RISARALDA|4.879662985829985|-75.63237339529688
66687|Santuario|municipio|191|12868|12789|67.42|67.01|66|RISARALDA|5.073008129039087|-75.96344054404207
68001|Bucaramanga|municipio|153|623881|648700|4079.63|4241.92|68|SANTANDER|7.121005660154041|-73.11649845337925
68013|Aguada|municipio|75|1958|2040|26.03|27.12|68|SANTANDER|6.161826424006276|-73.52235726374964
68020|Albania|municipio|166|4352|4525|26.18|27.22|68|SANTANDER|5.7589670162252915|-73.91375697389131
68051|Aratoca|municipio|170|8787|9138|51.75|53.82|68|SANTANDER|6.693581688102423|-73.0188564497854
68077|Barbosa|municipio|47|33341|34509|714.48|739.51|68|SANTANDER|5.934368251226882|-73.61567738281019
68079|Barichara|municipio|137|11242|11678|81.89|85.07|68|SANTANDER|6.63535561678362|-73.22206216055164
68081|Barrancabermeja|municipio|1327|217742|226044|164.11|170.36|68|SANTANDER|7.061719345504758|-73.85193483293516
68092|Betulia|municipio|431|6313|6586|14.64|15.27|68|SANTANDER|6.899245404045499|-73.2837645550673
68101|Bolívar|municipio|1010|12000|12468|11.88|12.34|68|SANTANDER|5.986466637674426|-73.77071048093948
68121|Cabrera|municipio|66|2046|2099|31.20|32|68|SANTANDER|6.589914679257655|-73.24595122698307
68132|California|municipio|45|2275|2366|50.54|52.56|68|SANTANDER|7.347443371450535|-72.94641143137065
68147|Capitanejo|municipio|85|5777|6013|67.74|70.51|68|SANTANDER|6.529627926710332|-72.69695601738917
68152|Carcasí|municipio|259|4494|4667|17.35|18.02|68|SANTANDER|6.62664632761978|-72.62674302437846
68160|Cepitá|municipio|108|2133|2225|19.76|20.61|68|SANTANDER|6.754072960473654|-72.97280906612211
68162|Cerrito|municipio|421|7159|7452|17|17.70|68|SANTANDER|6.839904153743519|-72.69644275853089
68167|Charalá|municipio|419|12924|13427|30.82|32.03|68|SANTANDER|6.286774392592463|-73.14619624880163
68169|Charta|municipio|127|3040|3183|23.99|25.12|68|SANTANDER|7.281282000332227|-72.9681963222679
68176|Chima|municipio|173|3030|3142|17.48|18.14|68|SANTANDER|6.344151072316185|-73.37319213158032
68179|Chipatá|municipio|95|5399|5604|56.86|59.03|68|SANTANDER|6.061623782611697|-73.63719914429409
68190|Cimitarra|municipio|3174|35979|37513|11.33|11.82|68|SANTANDER|6.315244373346802|-73.94886446961098
68207|Concepción|municipio|337|6086|6344|18.05|18.82|68|SANTANDER|6.769638007345738|-72.69474770117597
68209|Confines|municipio|71|3272|3366|45.81|47.13|68|SANTANDER|6.356580716105729|-73.24152113131872
68211|Contratación|municipio|137|3896|4039|28.40|29.44|68|SANTANDER|6.291077691825653|-73.47394338863982
68217|Coromoro|municipio|577|5334|5547|9.24|9.61|68|SANTANDER|6.295697886792039|-73.04043854388394
68229|Curití|municipio|244|13398|13884|54.86|56.85|68|SANTANDER|6.6063739397037535|-73.06891037583381
68235|El Carmen de Chucurí|municipio|924|22758|23752|24.63|25.70|68|SANTANDER|6.698247811732647|-73.51117354311997
68245|El Guacamayo|municipio|93|2291|2385|24.64|25.65|68|SANTANDER|6.245197047136987|-73.49745467217429
68250|El Peñón|municipio|398|5443|5628|13.67|14.13|68|SANTANDER|6.054727518520468|-73.8159130559625
68255|El Playón|municipio|455|14313|14784|31.46|32.49|68|SANTANDER|7.470681925514748|-73.20306750708917
68264|Encino|municipio|400|2756|2897|6.88|7.23|68|SANTANDER|6.136038036632733|-73.09866218409631
68266|Enciso|municipio|75|3677|3821|49.15|51.07|68|SANTANDER|6.667666189501608|-72.70024215424903
68271|Florián|municipio|177|6127|6468|34.69|36.63|68|SANTANDER|5.803263190836916|-73.97042687720301
68276|Floridablanca|municipio|100|342373|364716|3412.56|3635.26|68|SANTANDER|7.072104569249574|-73.1066867202435
68296|Galán|municipio|202|3059|3177|15.16|15.75|68|SANTANDER|6.638208427857053|-73.2874665726864
68298|Gámbita|municipio|608|4251|4440|6.99|7.30|68|SANTANDER|5.9461434796932435|-73.344477973935
68307|Girón|municipio|493|176745|183407|358.49|372.01|68|SANTANDER|7.0804329050659005|-73.17104517729639
68318|Guaca|municipio|302|6339|6636|20.96|21.94|68|SANTANDER|6.8762289035313255|-72.85622066348458
68320|Guadalupe|municipio|146|4782|4996|32.68|34.14|68|SANTANDER|6.245927751339743|-73.4184836635658
68322|Guapotá|municipio|67|2533|2610|37.64|38.78|68|SANTANDER|6.308335608567723|-73.32116049477358
68324|Guavatá|municipio|84|4484|4680|53.51|55.85|68|SANTANDER|5.955814043746505|-73.70164248557955
68327|Güepsa|municipio|30|5441|5628|180.42|186.62|68|SANTANDER|6.025470142856618|-73.57307507020313
68344|Hato|municipio|169|2443|2528|14.45|14.96|68|SANTANDER|6.543004521052229|-73.30808174342344
68368|Jesús María|municipio|90|3469|3600|38.72|40.18|68|SANTANDER|5.876809931088255|-73.78346863294357
68370|Jordán|municipio|40|1413|1485|35.40|37.22|68|SANTANDER|6.732392536633255|-73.0963415313951
68377|la Belleza|municipio|335|6727|7075|20.07|21.11|68|SANTANDER|5.858810469948792|-73.96548830352478
68385|Landázuri|municipio|590|10782|11136|18.27|18.87|68|SANTANDER|6.218838707221135|-73.80972520291695
68397|la Paz|municipio|284|5267|5463|18.52|19.21|68|SANTANDER|6.178945684422556|-73.59003184409164
68406|Lebrija|municipio|550|46375|48607|84.25|88.31|68|SANTANDER|7.114213463453681|-73.21708090667062
68418|los Santos|municipio|290|15608|16410|53.80|56.56|68|SANTANDER|6.755741928083391|-73.1023064841093
68425|Macaravita|municipio|103|2289|2364|22.24|22.97|68|SANTANDER|6.506428895709298|-72.59324398459775
68432|Málaga|municipio|57|21866|22533|382.40|394.06|68|SANTANDER|6.701790161518051|-72.73216779036375
68444|Matanza|municipio|236|5377|5647|22.81|23.95|68|SANTANDER|7.3228842111265235|-73.01580860864314
68464|Mogotes|municipio|484|10966|11343|22.66|23.44|68|SANTANDER|6.476788438654711|-72.97118818465393
68468|Molagavita|municipio|180|4355|4513|24.13|25.01|68|SANTANDER|6.673966312312174|-72.80877225517607
68498|Ocamonte|municipio|75|6252|6601|83.11|87.75|68|SANTANDER|6.339790988301781|-73.12215983590347
68500|Oiba|municipio|288|11194|11540|38.89|40.09|68|SANTANDER|6.267435503976893|-73.29994213751651
68502|Onzaga|municipio|489|4329|4480|8.85|9.16|68|SANTANDER|6.343555275697196|-72.81669345259559
68522|Palmar|municipio|20|1501|1575|76.20|79.97|68|SANTANDER|6.538814087499393|-73.29126456733792
68524|Palmas del Socorro|municipio|59|2688|2782|45.92|47.52|68|SANTANDER|6.406261894483545|-73.28777777873796
68533|Páramo|municipio|73|4947|5135|67.78|70.36|68|SANTANDER|6.416940531520439|-73.17082324169496
68547|Piedecuesta|municipio|485|193440|202269|399.20|417.42|68|SANTANDER|6.992000459282954|-73.05384629583565
68549|Pinchote|municipio|56|5544|5771|99.83|103.92|68|SANTANDER|6.532839297724515|-73.1725797125298
68572|Puente Nacional|municipio|252|15716|16397|62.44|65.15|68|SANTANDER|5.879071392805774|-73.67830021560728
68573|Puerto Parra|municipio|762|8003|8270|10.50|10.85|68|SANTANDER|6.650804620601946|-74.0565110712796
68575|Puerto Wilches|municipio|1508|36165|37931|23.98|25.15|68|SANTANDER|7.348387572165321|-73.90277707116707
68615|Rionegro|municipio|1168|27283|28127|23.35|24.07|68|SANTANDER|7.265061795758783|-73.15041135542356
68655|Sabana de Torres|municipio|1403|35145|36400|25.05|25.95|68|SANTANDER|7.391880472298925|-73.49987931100723
68669|San Andrés|municipio|282|9227|9591|32.77|34.06|68|SANTANDER|6.813340549949007|-72.84884576423077
68673|San Benito|municipio|59|3089|3217|52.26|54.42|68|SANTANDER|6.127396325513065|-73.50938741602279
68679|San Gil|municipio|147|64138|67895|436.68|462.26|68|SANTANDER|6.554710403738718|-73.13410373293513
68682|San Joaquín|municipio|143|2325|2394|16.23|16.73|68|SANTANDER|6.427683569881438|-72.86766922402272
68684|San José de Miranda|municipio|75|4489|4641|59.61|61.63|68|SANTANDER|6.658715516441372|-72.73390403762099
68686|San Miguel|municipio|71|2711|2844|38.07|39.94|68|SANTANDER|6.576249808431722|-72.64529960631586
68689|San Vicente de Chucurí|municipio|1116|37031|39702|33.17|35.56|68|SANTANDER|6.879675659561578|-73.41020150936963
68705|Santa Bárbara|municipio|221|2532|2614|11.45|11.82|68|SANTANDER|6.990167020829196|-72.90705687269501
68720|Santa Helena del Opón|municipio|374|3601|3735|9.63|9.99|68|SANTANDER|6.339464408913565|-73.6163868090741
68745|Simacota|municipio|905|10882|11396|12.03|12.60|68|SANTANDER|6.44311774334418|-73.3375235827599
68755|Socorro|municipio|128|36199|38222|283.19|299.02|68|SANTANDER|6.46867288539927|-73.264044178996
68770|Suaita|municipio|283|10783|11251|38.05|39.70|68|SANTANDER|6.099365070033407|-73.44317482711543
68773|Sucre|municipio|523|7643|7958|14.63|15.23|68|SANTANDER|5.918341304152277|-73.79166280274775
68780|Suratá|municipio|363|4167|4328|11.48|11.92|68|SANTANDER|7.366523878541254|-72.98398478474833
68820|Tona|municipio|331|7718|7955|23.34|24.05|68|SANTANDER|7.20178225454798|-72.96672243762056
68855|Valle de San José|municipio|81|6444|6705|79.44|82.66|68|SANTANDER|6.448162759986241|-73.14390552714332
68861|Vélez|municipio|448|26504|27696|59.20|61.86|68|SANTANDER|6.0098099591295355|-73.67210438816593
68867|Vetas|municipio|92|2388|2515|25.84|27.21|68|SANTANDER|7.3097567730998625|-72.8708299736585
68872|Villanueva|municipio|98|8875|9410|90.93|96.41|68|SANTANDER|6.670893998752412|-73.17483532601682
68895|Zapatoca|municipio|364|10094|10498|27.70|28.80|68|SANTANDER|6.813372716778603|-73.27281119592772
70001|Sincelejo|municipio|280|317629|344529|1134.50|1230.58|70|SUCRE|9.304668496386476|-75.39076945647705
70110|Buenavista|municipio|146|11469|12296|78.29|83.93|70|SUCRE|9.320161973037074|-74.97393745910098
70124|Caimito|municipio|412|17392|18944|42.17|45.93|70|SUCRE|8.790676503011378|-75.11715363142284
70204|Colosó|municipio|131|9522|10353|72.60|78.93|70|SUCRE|9.494000204405086|-75.35316177865748
70215|Corozal|municipio|286|72063|76783|252.06|268.57|70|SUCRE|9.323431440503246|-75.29491169987277
70221|Coveñas|municipio|57|21626|23299|382.39|411.97|70|SUCRE|9.403429996905741|-75.6799383257889
70230|Chalán|municipio|84|4897|5279|58.50|63.06|70|SUCRE|9.545006795464985|-75.31214732213525
70233|El Roble|municipio|198|10551|11335|53.17|57.11|70|SUCRE|9.10593406917108|-75.19514340323235
70235|Galeras|municipio|322|24801|26881|77.06|83.52|70|SUCRE|9.11470489680078|-75.00305865554678
70265|Guaranda|municipio|362|19364|20799|53.51|57.48|70|SUCRE|8.33283576056134|-74.72498171999734
70400|la Unión|municipio|232|14662|16157|63.10|69.54|70|SUCRE|8.856379284958518|-75.27783379148862
70418|los Palmitos|municipio|199|25179|27158|126.60|136.55|70|SUCRE|9.380499805707695|-75.27095114597094
70429|Majagual|municipio|845|42660|46865|50.48|55.45|70|SUCRE|8.539822118786986|-74.6282730806406
70473|Morroa|municipio|170|16734|18076|98.43|106.31|70|SUCRE|9.331383469179094|-75.305685263793
70508|Ovejas|municipio|460|24361|26068|52.95|56.65|70|SUCRE|9.525224055675725|-75.22959683721803
70523|Palmito|municipio|175|16630|18151|95.26|103.98|70|SUCRE|9.332563475926637|-75.54141249108527
70670|Sampués|municipio|214|53829|58694|251.61|274.35|70|SUCRE|9.184581977567817|-75.37975870730405
70678|San Benito Abad|municipio|1494|31633|34058|21.17|22.79|70|SUCRE|8.931473608411997|-75.03082228704501
70702|San Juan de Betulia|municipio|168|14615|15643|86.90|93.02|70|SUCRE|9.273904498293431|-75.24200860587831
70708|San Marcos|municipio|970|62967|67489|64.89|69.55|70|SUCRE|8.663769116288828|-75.13268607488372
70713|San Onofre|municipio|1035|57776|63600|55.82|61.44|70|SUCRE|9.740842155995637|-75.52013132053489
70717|San Pedro|municipio|213|20515|22152|96.32|104|70|SUCRE|9.393756338938996|-75.06439740858453
70742|San Luis de Sincé|municipio|419|33783|36240|80.63|86.50|70|SUCRE|9.245780059016543|-75.14700204135164
70771|Sucre|municipio|1131|33360|36327|29.49|32.11|70|SUCRE|8.812962410960049|-74.71929253780867
70820|Santiago de Tolú|municipio|303|35167|37301|116.25|123.30|70|SUCRE|9.527692811893262|-75.5812937370693
70823|San José de Toluviejo|municipio|285|23641|25541|82.95|89.61|70|SUCRE|9.451370787683967|-75.43903544089322
73001|Ibagué|municipio|1377|546003|557860|396.44|405.05|73|TOLIMA|4.444839186383243|-75.242394027038
73024|Alpujarra|municipio|502|4755|4931|9.48|9.83|73|TOLIMA|3.391935243215551|-74.93267023400409
73026|Alvarado|municipio|344|9402|9840|27.30|28.57|73|TOLIMA|4.567523261664753|-74.95290498607874
73030|Ambalema|municipio|238|6929|7141|29.11|30|73|TOLIMA|4.783107561667462|-74.76345365792179
73043|Anzoátegui|municipio|470|10639|10996|22.65|23.41|73|TOLIMA|4.631204506292902|-75.09461392313374
73055|Armero|municipio|441|13630|14213|30.93|32.25|73|TOLIMA|4.964661790622186|-74.90480064579778
73067|Ataco|municipio|1018|20204|20925|19.85|20.56|73|TOLIMA|3.5910764123751338|-75.38172758970228
73124|Cajamarca|municipio|508|19520|20247|38.39|39.82|73|TOLIMA|4.441681637935325|-75.42696937599356
73148|Carmen de Apicalá|municipio|191|11267|11828|59.04|61.98|73|TOLIMA|4.149689151213112|-74.7202873889162
73152|Casabianca|municipio|175|6469|6639|36.97|37.95|73|TOLIMA|5.078554003353434|-75.11969000653797
73168|Chaparral|municipio|2102|55128|57783|26.23|27.49|73|TOLIMA|3.7242702671668084|-75.48269790515847
73200|Coello|municipio|344|8575|8851|24.96|25.76|73|TOLIMA|4.287153247799448|-74.89895844281911
73217|Coyaima|municipio|669|23736|24473|35.47|36.57|73|TOLIMA|3.798137847638616|-75.19467960782119
73226|Cunday|municipio|508|8824|9091|17.39|17.91|73|TOLIMA|4.06065445592855|-74.69229566354602
73236|Dolores|municipio|652|8701|8968|13.35|13.76|73|TOLIMA|3.5391350105824926|-74.8981125238158
73268|Espinal|municipio|216|75639|78653|349.37|363.30|73|TOLIMA|4.146751144755949|-74.89642465036943
73270|Falan|municipio|181|8000|8255|44.12|45.53|73|TOLIMA|5.12062838430991|-74.95246959955907
73275|Flandes|municipio|97|30466|31656|314.74|327.02|73|TOLIMA|4.286737755067612|-74.81229680534656
73283|Fresno|municipio|220|32313|33330|147.10|151.73|73|TOLIMA|5.151955697757381|-75.03626770338332
73319|Guamo|municipio|506|35079|36510|69.36|72.19|73|TOLIMA|4.029144269789956|-74.96677272793394
73347|Herveo|municipio|323|7743|8045|23.99|24.93|73|TOLIMA|5.080427779936381|-75.1782505191365
73349|Honda|municipio|305|26269|27289|86.16|89.51|73|TOLIMA|5.207219054717311|-74.73632386584828
73352|Icononzo|municipio|215|12700|13206|59.02|61.36|73|TOLIMA|4.177022433177197|-74.53190320921678
73408|Lérida|municipio|272|18848|19226|69.31|70.70|73|TOLIMA|4.86067596420094|-74.90656288979932
73411|Líbano|municipio|282|38239|39446|135.41|139.69|73|TOLIMA|4.922466470009984|-75.06422792543492
73443|San Sebastián de Mariquita|municipio|293|39696|40918|135.31|139.49|73|TOLIMA|5.200156462417182|-74.8869177739425
73449|Melgar|municipio|202|38299|39299|189.45|194.40|73|TOLIMA|4.2044108645981435|-74.64441883346821
73461|Murillo|municipio|424|4499|4731|10.61|11.16|73|TOLIMA|4.874189096647568|-75.17042945407904
73483|Natagaima|municipio|860|14994|15349|17.44|17.85|73|TOLIMA|3.6254972167159827|-75.09316138933114
73504|Ortega|municipio|954|34958|35786|36.65|37.52|73|TOLIMA|3.935794880493022|-75.2204917497938
73520|Palocabildo|municipio|65|9821|10062|151.06|154.77|73|TOLIMA|5.119316199520221|-75.0238046566625
73547|Piedras|municipio|354|7102|7387|20.03|20.84|73|TOLIMA|4.542928044166783|-74.87810060717763
73555|Planadas|municipio|1754|27601|28753|15.74|16.39|73|TOLIMA|3.1973576100856524|-75.6435473795443
73563|Prado|municipio|423|8860|9172|20.94|21.68|73|TOLIMA|3.750255628120606|-74.92963284724519
73585|Purificación|municipio|402|24185|24866|60.13|61.82|73|TOLIMA|3.8568333523221896|-74.93366803261648
73616|Rioblanco|municipio|2046|23540|24291|11.50|11.87|73|TOLIMA|3.5304569020737846|-75.64350453451122
73622|Roncesvalles|municipio|776|5673|5863|7.31|7.56|73|TOLIMA|4.010323063247387|-75.60480511011265
73624|Rovira|municipio|739|22594|23359|30.55|31.59|73|TOLIMA|4.240078611966004|-75.23940401433225
73671|Saldaña|municipio|193|15013|15480|77.70|80.11|73|TOLIMA|3.9286228911268886|-75.01748324268766
73675|San Antonio|municipio|383|13592|14124|35.45|36.84|73|TOLIMA|3.9141078304120054|-75.47986418377698
73678|San Luis|municipio|412|13541|13821|32.85|33.53|73|TOLIMA|4.133534544071335|-75.09507674097011
73686|Santa Isabel|municipio|270|5837|5987|21.60|22.16|73|TOLIMA|4.713976796511572|-75.09729080041112
73770|Suárez|municipio|190|3973|4089|20.90|21.51|73|TOLIMA|4.047628489860037|-74.8323608945241
73854|Valle de San Juan|municipio|198|5559|5736|28.10|28.99|73|TOLIMA|4.197548978478175|-75.11644745110694
73861|Venadillo|municipio|335|13324|13757|39.82|41.11|73|TOLIMA|4.714786876004775|-74.93142118061027
73870|Villahermosa|municipio|279|9842|10253|35.25|36.72|73|TOLIMA|5.029594288573472|-75.11691413018936
73873|Villarrica|municipio|430|5245|5413|12.18|12.57|73|TOLIMA|3.936275143199386|-74.60177955813668
76001|Cali|municipio|563|2285099|2256596|4058.50|4007.87|76|VALLE DEL CAUCA|3.451653844867965|-76.5319858999014
76020|Alcalá|municipio|62|14929|15031|239.41|241.05|76|VALLE DEL CAUCA|4.673568180557635|-75.77912250137061
76036|Andalucía|municipio|110|23054|22949|208.71|207.76|76|VALLE DEL CAUCA|4.169247294864487|-76.16759116648386
76041|Ansermanuevo|municipio|305|18399|18514|60.24|60.61|76|VALLE DEL CAUCA|4.794533548831903|-75.994756273819
76054|Argelia|municipio|91|5558|5563|61.21|61.27|76|VALLE DEL CAUCA|4.72809776839904|-76.1208003846525
76100|Bolívar|municipio|744|16496|16461|22.18|22.14|76|VALLE DEL CAUCA|4.3383428225949165|-76.18649940578183
76109|Buenaventura|municipio|6292|324644|324189|51.59|51.52|76|VALLE DEL CAUCA|3.883111289169568|-77.01931766697079
76111|Guadalajara de Buga|municipio|826|133907|133719|162.13|161.91|76|VALLE DEL CAUCA|3.894995832261334|-76.30539397042
76113|Bugalagrande|municipio|397|26208|26573|66.05|66.97|76|VALLE DEL CAUCA|4.211477864044121|-76.15568248129189
76122|Caicedonia|municipio|167|29646|29507|177.54|176.71|76|VALLE DEL CAUCA|4.334692344875573|-75.82848588646303
76126|Calima|municipio|793|19461|19632|24.53|24.74|76|VALLE DEL CAUCA|3.93027279541411|-76.48515028404002
76130|Candelaria|municipio|296|94202|93496|317.74|315.36|76|VALLE DEL CAUCA|3.4105516849246844|-76.35083101372481
76147|Cartago|municipio|248|143522|143381|578.20|577.63|76|VALLE DEL CAUCA|4.747211959282861|-75.91147651434422
76233|Dagua|municipio|916|49864|49819|54.42|54.36|76|VALLE DEL CAUCA|3.66062554238792|-76.68650864094464
76243|el Águila|municipio|188|9185|9182|48.90|48.89|76|VALLE DEL CAUCA|4.908410262890221|-76.04172752946204
76246|El Cairo|municipio|214|7059|7054|32.95|32.93|76|VALLE DEL CAUCA|4.765587476104955|-76.21985930832575
76248|El Cerrito|municipio|442|58042|57762|131.35|130.72|76|VALLE DEL CAUCA|3.684075689201308|-76.31294486933987
76250|El Dovio|municipio|235|9246|9277|39.28|39.40|76|VALLE DEL CAUCA|4.510539766597931|-76.23694948841766
76275|Florida|municipio|402|58566|58033|145.85|144.52|76|VALLE DEL CAUCA|3.3231686627727677|-76.23269716312261
76306|Ginebra|municipio|269|25186|25690|93.72|95.60|76|VALLE DEL CAUCA|3.7258938557499963|-76.26772988337395
76318|Guacarí|municipio|162|35614|35932|219.16|221.12|76|VALLE DEL CAUCA|3.7629879746135795|-76.33246972759727
76364|Jamundí|municipio|629|181942|184408|289.27|293.19|76|VALLE DEL CAUCA|3.2618585670312035|-76.54016818170662
76377|la Cumbre|municipio|255|17397|17598|68.11|68.90|76|VALLE DEL CAUCA|3.650949256616733|-76.57013162387909
76400|la Unión|municipio|121|34788|34421|287.80|284.77|76|VALLE DEL CAUCA|4.533216787718823|-76.10333854190696
